Sample,Grain,Ca_apfu,Si_apfu,P_apfu,F_apfu,Cl_apfu,OH_apfu,Mn_apfu,Mg_apfu,Fe_apfu,Sr_apfu,Na_apfu,Ce_apfu,La_apfu,K_apfu,Y_apfu,S_apfu,Corr_Total_wt_pct,Net_Corr_Total_wt_pct,M_site_10,X_site_6,rmr0_1999,eCl_1999_apfu,rmr0_2007,eCl_2007_apfu
MU19-33,34,10.058,0.006,5.945,1.784,0.003,0.213,0.018,0.000,0.003,0.003,0.010,0.002,0.000,0.000,0.015,0.005,100.3,100.3,10.1,6.0,0.845,-,0.015,
MU19-33,35,10.008,0.008,5.959,1.831,0.004,0.165,0.024,0.000,0.006,0.000,0.008,0.000,0.002,0.001,0.003,0.012,100.2,100.2,10.0,6.0,0.842,-,0.006,
MU19-34,1,9.981,0.025,5.935,1.850,0.005,0.145,0.018,0.000,0.005,0.001,0.032,0.000,0.000,0.000,0.027,0.017,100.0,100.0,10.0,6.0,0.844,-,0.013,
MU19-34,2,10.109,0.013,5.921,1.664,0.040,0.296,0.013,0.001,0.003,0.000,0.004,0.001,0.002,0.000,0.014,0.007,99.7,99.8,10.1,6.0,0.838,0.008,0.826,
MU19-34,3,10.065,0.013,5.937,2.033,0.008,0.000,0.014,0.001,0.002,0.000,0.008,0.000,0.003,0.000,0.011,0.008,100.7,100.7,10.1,6.0,0.856,-,0.050,
MU19-34,4,10.034,0.009,5.956,1.979,0.007,0.013,0.012,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.017,0.004,100.4,100.4,10.1,6.0,0.859,-,0.058,
MU19-34,5,9.994,0.011,5.959,2.091,0.004,0.000,0.016,0.000,0.004,0.000,0.024,0.000,0.003,0.000,0.019,0.007,100.8,100.8,10.0,6.0,0.853,-,0.039,
MU19-34,6,10.009,0.014,5.954,1.873,0.008,0.119,0.014,0.000,0.007,0.000,0.009,0.002,0.000,0.000,0.011,0.011,100.6,100.6,10.0,6.0,0.846,-,0.017,
MU19-34,7,10.027,0.012,5.955,2.207,0.006,0.000,0.009,0.001,0.002,0.002,0.008,0.000,0.000,0.000,0.017,0.005,100.5,100.5,10.1,6.0,0.859,-,0.059,
MU19-34,8,10.047,0.010,5.935,1.920,0.006,0.074,0.018,0.002,0.002,0.000,0.024,0.000,0.000,0.001,0.023,0.009,100.1,100.1,10.1,6.0,0.851,-,0.032,
MU19-34,9,10.050,0.012,5.956,2.108,0.004,0.000,0.010,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.006,0.005,100.8,100.9,10.1,6.0,0.861,-,0.068,
MU19-34,10,10.030,0.020,5.928,1.779,0.005,0.216,0.014,0.000,0.006,0.000,0.026,0.002,0.000,0.000,0.028,0.010,99.8,99.8,10.1,6.0,0.841,-,0.003,
MU19-34,11,10.047,0.011,5.938,2.135,0.003,0.000,0.021,0.000,0.002,0.000,0.017,0.001,0.000,0.000,0.021,0.007,100.2,100.3,10.1,6.0,0.854,-,0.043,
MU19-34,12,10.015,0.018,5.954,2.216,0.010,0.000,0.014,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.019,0.006,100.7,100.8,10.0,6.0,0.858,-,0.056,
MU19-34,13,10.054,0.014,5.941,1.857,0.008,0.135,0.013,0.001,0.004,0.000,0.009,0.000,0.004,0.000,0.012,0.006,100.1,100.1,10.1,6.0,0.848,-,0.025,
MU19-34,14,10.039,0.004,5.947,2.088,0.004,0.000,0.018,0.000,0.002,0.000,0.024,0.000,0.000,0.000,0.021,0.007,100.3,100.3,10.1,6.0,0.855,-,0.046,
MU19-34,15,10.026,0.001,5.966,1.735,0.007,0.258,0.011,0.001,0.007,0.002,0.008,0.000,0.004,0.000,0.006,0.005,100.2,100.2,10.1,6.0,0.841,-,0.004,
MU19-34,16,10.070,0.009,5.926,2.157,0.005,0.000,0.016,0.000,0.003,0.003,0.024,0.000,0.002,0.001,0.017,0.011,100.3,100.3,10.1,6.0,0.853,-,0.041,
MU19-34,17,10.030,0.009,5.948,2.090,0.006,0.000,0.012,0.000,0.005,0.004,0.014,0.000,0.002,0.000,0.020,0.007,100.7,100.7,10.1,6.0,0.854,-,0.042,
MU19-34,18,10.094,0.015,5.919,2.080,0.007,0.000,0.017,0.000,0.002,0.001,0.009,0.000,0.001,0.000,0.017,0.009,100.0,100.0,10.1,6.0,0.856,-,0.050,
MU19-34,19,10.061,0.007,5.929,1.798,0.005,0.197,0.020,0.002,0.007,0.000,0.028,0.000,0.000,0.000,0.020,0.011,99.8,99.8,10.1,6.0,0.839,0.003,0.825,
MU19-34,20,10.095,0.020,5.916,2.154,0.006,0.000,0.010,0.000,0.003,0.004,0.009,0.000,0.000,0.000,0.028,0.005,100.5,100.5,10.1,6.0,0.857,-,0.053,
MU19-34,21,10.117,0.010,5.922,1.755,0.010,0.235,0.012,0.000,0.003,0.001,0.010,0.003,0.000,0.001,0.005,0.008,99.9,99.9,10.1,6.0,0.846,-,0.018,
MU19-34,22,10.086,0.001,5.927,1.943,0.005,0.052,0.019,0.000,0.003,0.001,0.020,0.000,0.001,0.001,0.015,0.013,100.0,100.0,10.1,6.0,0.851,-,0.034,
MU19-34,23,10.041,0.006,5.956,1.700,0.007,0.294,0.012,0.000,0.001,0.001,0.006,0.001,0.001,0.000,0.009,0.007,100.1,100.1,10.1,6.0,0.847,-,0.020,
MU19-34,24,10.054,0.016,5.927,2.124,0.005,0.000,0.013,0.000,0.001,0.000,0.022,0.002,0.000,0.000,0.024,0.011,100.5,100.5,10.1,6.0,0.858,-,0.055,
MU19-34,25,9.993,0.007,5.961,2.166,0.005,0.000,0.020,0.000,0.006,0.000,0.018,0.003,0.002,0.000,0.016,0.008,100.8,100.9,10.0,6.0,0.849,-,0.028,
MU19-34,26,10.053,0.012,5.948,1.832,0.009,0.159,0.013,0.002,0.001,0.001,0.007,0.000,0.002,0.000,0.013,0.004,100.5,100.5,10.1,6.0,0.851,-,0.035,
MU19-34,27,9.935,0.006,5.981,1.828,0.004,0.167,0.017,0.003,0.006,0.001,0.027,0.000,0.001,0.001,0.018,0.010,100.9,100.9,10.0,6.0,0.842,-,0.006,
MU19-34,28,9.989,0.015,5.953,1.987,0.005,0.009,0.016,0.002,0.002,0.000,0.022,0.003,0.002,0.000,0.024,0.009,100.8,100.8,10.0,6.0,0.855,-,0.044,
MU19-34,29,10.124,0.017,5.919,1.800,0.006,0.194,0.013,0.000,0.002,0.000,0.004,0.000,0.000,0.000,0.016,0.001,99.8,99.8,10.1,5.9,0.849,-,0.027,
MU19-34,30,10.053,0.025,5.913,2.064,0.006,0.000,0.020,0.002,0.003,0.001,0.019,0.000,0.000,0.000,0.033,0.009,100.8,100.8,10.1,6.0,0.852,-,0.035,
MU19-34,31,10.130,0.012,5.916,1.870,0.007,0.123,0.009,0.000,0.002,0.000,0.004,0.000,0.000,0.000,0.011,0.009,99.7,99.7,10.1,5.9,0.854,-,0.044,
MU19-34,32,10.032,0.018,5.932,2.019,0.011,0.000,0.015,0.000,0.003,0.001,0.030,0.000,0.002,0.000,0.033,0.005,100.2,100.2,10.1,6.0,0.852,-,0.037,
MU19-34,33,10.156,0.018,5.894,1.920,0.007,0.073,0.015,0.001,0.002,0.000,0.005,0.000,0.001,0.000,0.011,0.012,99.5,99.5,10.2,5.9,0.853,-,0.041,
MU19-34,34,10.054,0.011,5.939,2.135,0.006,0.000,0.016,0.001,0.003,0.000,0.019,0.002,0.000,0.000,0.022,0.004,100.0,100.1,10.1,6.0,0.854,-,0.042,
MU19-34,35,10.020,0.023,5.937,1.845,0.003,0.152,0.023,0.000,0.001,0.001,0.019,0.000,0.002,0.000,0.023,0.007,100.2,100.2,10.1,6.0,0.847,-,0.020,
MU19-36,1,10.034,0.008,5.962,1.511,0.010,0.478,0.005,0.000,0.002,0.000,0.006,0.004,0.000,0.001,0.003,0.007,100.2,100.2,10.1,6.0,0.839,0.004,0.830,
MU19-36,1b,10.038,0.008,5.955,1.555,0.015,0.431,0.009,0.000,0.005,0.000,0.010,0.002,0.002,0.000,0.004,0.010,100.1,100.1,10.1,6.0,0.835,0.014,0.828,
MU19-36,2,10.082,0.003,5.949,1.714,0.011,0.275,0.018,0.002,0.002,0.001,0.003,0.000,0.003,0.000,0.006,0.001,99.7,99.7,10.1,6.0,0.843,-,0.007,
MU19-36,3,10.007,0.006,5.974,1.584,0.007,0.409,0.017,0.000,0.004,0.002,0.008,0.000,0.000,0.000,0.007,0.003,100.5,100.5,10.0,6.0,0.835,0.015,0.826,
MU19-36,4,9.956,0.004,5.997,1.666,0.014,0.320,0.014,0.000,0.008,0.002,0.010,0.000,0.000,0.000,0.007,0.001,100.6,100.6,10.0,6.0,0.835,0.014,0.826,
MU19-36,5,10.057,0.008,5.951,1.669,0.008,0.323,0.012,0.001,0.004,0.000,0.008,0.000,0.001,0.000,0.004,0.008,100.0,100.0,10.1,6.0,0.841,-,0.004,
MU19-36,5b,10.048,0.004,5.951,1.689,0.007,0.305,0.017,0.001,0.006,0.000,0.009,0.001,0.000,0.000,0.006,0.009,100.2,100.2,10.1,6.0,0.838,0.007,0.827,
MU19-36,6,10.064,0.004,5.944,1.453,0.007,0.539,0.010,0.000,0.007,0.001,0.011,0.003,0.001,0.002,0.000,0.013,99.6,99.6,10.1,6.0,0.830,0.030,0.826,
MU19-36,8,10.090,0.002,5.947,1.950,0.011,0.040,0.009,0.000,0.002,0.000,0.007,0.000,0.000,0.000,0.003,0.006,100.3,100.3,10.1,6.0,0.857,-,0.054,
MU19-36,9,10.061,0.003,5.949,1.616,0.011,0.373,0.008,0.001,0.004,0.000,0.015,0.002,0.000,0.002,0.006,0.010,99.9,99.9,10.1,6.0,0.840,0.000,0.830,
MU19-36,9b,10.058,0.001,5.953,2.101,0.012,0.000,0.007,0.001,0.003,0.002,0.014,0.000,0.000,0.001,0.005,0.010,100.3,100.4,10.1,6.0,0.858,-,0.055,
MU19-36,10,9.980,0.005,5.981,1.788,0.009,0.203,0.010,0.000,0.005,0.002,0.009,0.001,0.000,0.001,0.003,0.010,99.9,99.9,10.0,6.0,0.846,-,0.018,
MU19-36,11,10.051,0.007,5.947,1.670,0.009,0.321,0.013,0.000,0.005,0.003,0.008,0.000,0.000,0.000,0.004,0.012,99.8,99.9,10.1,6.0,0.840,0.002,0.829,
MU19-36,12,10.057,0.001,5.962,1.842,0.006,0.152,0.014,0.001,0.002,0.000,0.005,0.000,0.000,0.000,0.001,0.006,100.0,100.0,10.1,6.0,0.852,-,0.036,
MU19-36,13,10.001,0.005,5.979,1.600,0.010,0.390,0.012,0.000,0.003,0.000,0.006,0.000,0.000,0.000,0.008,0.004,98.7,98.8,10.0,6.0,0.839,0.003,0.829,
MU19-36,14,10.013,0.000,5.977,1.597,0.008,0.395,0.008,0.000,0.001,0.000,0.007,0.001,0.000,0.000,0.001,0.009,100.0,100.0,10.0,6.0,0.844,-,0.011,
MU19-36,14b,10.095,0.007,5.931,1.594,0.010,0.397,0.008,0.002,0.001,0.001,0.007,0.000,0.000,0.000,0.004,0.013,99.5,99.5,10.1,6.0,0.843,-,0.007,
MU19-36,15,10.072,0.010,5.938,1.507,0.007,0.486,0.009,0.002,0.005,0.002,0.011,0.000,0.000,0.002,0.006,0.011,99.3,99.3,10.1,6.0,0.835,0.016,0.828,
MU19-36,16,10.083,0.001,5.948,1.777,0.010,0.213,0.006,0.001,0.003,0.000,0.013,0.002,0.001,0.000,0.000,0.008,99.5,99.5,10.1,6.0,0.849,-,0.028,
MU19-36,17,10.000,0.016,5.959,1.673,0.010,0.317,0.014,0.003,0.002,0.001,0.008,0.000,0.002,0.000,0.009,0.009,100.3,100.3,10.0,6.0,0.842,-,0.007,
MU19-36,18,10.036,0.002,5.968,1.826,0.008,0.166,0.013,0.001,0.004,0.003,0.007,0.001,0.000,0.000,0.001,0.005,100.3,100.3,10.1,6.0,0.848,-,0.023,
MU19-36,19,10.066,0.009,5.945,1.570,0.007,0.423,0.012,0.000,0.005,0.000,0.012,0.000,0.001,0.000,0.009,0.005,99.9,99.9,10.1,6.0,0.836,0.014,0.827,
MU19-36,20,10.105,0.003,5.941,1.840,0.010,0.151,0.008,0.001,0.003,0.003,0.009,0.000,0.000,0.000,0.001,0.006,100.0,100.0,10.1,6.0,0.852,-,0.037,
MU19-36,21,10.014,0.006,5.971,1.578,0.008,0.414,0.007,0.001,0.000,0.000,0.010,0.000,0.000,0.000,0.001,0.011,100.2,100.3,10.0,6.0,0.845,-,0.013,
MU19-36,22,10.032,0.008,5.955,1.555,0.010,0.435,0.010,0.001,0.002,0.001,0.011,0.000,0.001,0.000,0.002,0.014,100.1,100.1,10.1,6.0,0.839,0.003,0.830,
MU19-36,23,10.013,0.008,5.966,1.887,0.015,0.098,0.013,0.001,0.004,0.000,0.010,0.000,0.002,0.001,0.007,0.007,100.3,100.3,10.0,6.0,0.850,-,0.029,
MU19-36,24,10.029,0.010,5.957,2.039,0.008,0.000,0.014,0.000,0.003,0.001,0.005,0.000,0.001,0.000,0.005,0.009,100.6,100.6,10.0,6.0,0.857,-,0.052,
MU19-36,25,10.009,0.007,5.968,1.473,0.008,0.518,0.008,0.000,0.006,0.003,0.009,0.000,0.001,0.001,0.005,0.010,100.2,100.2,10.0,6.0,0.832,0.023,0.827,
MU19-36,26,10.047,0.005,5.955,1.789,0.010,0.201,0.009,0.002,0.003,0.003,0.005,0.001,0.000,0.000,0.000,0.011,100.2,100.2,10.1,6.0,0.850,-,0.029,
MU19-36,27,10.025,0.005,5.964,1.821,0.009,0.170,0.009,0.002,0.004,0.002,0.006,0.001,0.000,0.000,0.001,0.011,100.5,100.5,10.0,6.0,0.849,-,0.028,
MU19-36,28,10.052,0.000,5.960,2.022,0.007,0.000,0.017,0.003,0.008,0.000,0.006,0.001,0.000,0.000,0.002,0.004,100.4,100.4,10.1,6.0,0.850,-,0.031,
MU19-36,29,10.060,0.004,5.943,1.667,0.009,0.324,0.020,0.002,0.008,0.002,0.008,0.000,0.001,0.000,0.004,0.010,100.2,100.2,10.1,6.0,0.833,0.020,0.824,
MU19-36,30,10.017,0.004,5.960,1.626,0.009,0.365,0.012,0.000,0.000,0.000,0.018,0.001,0.003,0.000,0.012,0.010,100.3,100.3,10.1,6.0,0.843,-,0.009,
MU19-36,31,10.067,0.006,5.948,1.547,0.014,0.440,0.008,0.000,0.002,0.000,0.010,0.000,0.000,0.000,0.003,0.011,100.3,100.3,10.1,6.0,0.839,0.003,0.830,
MU19-37,1,10.000,0.023,5.958,1.806,0.016,0.178,0.010,0.000,0.003,0.000,0.006,0.000,0.000,0.000,0.021,0.004,100.3,100.3,10.0,6.0,0.848,-,0.024,
MU19-37,2,10.008,0.019,5.950,1.940,0.016,0.044,0.011,0.000,0.004,0.000,0.004,0.005,0.001,0.000,0.018,0.009,100.5,100.5,10.0,6.0,0.852,-,0.036,
MU19-37,3,10.041,0.019,5.944,1.699,0.013,0.288,0.009,0.002,0.002,0.001,0.004,0.001,0.001,0.000,0.016,0.006,100.2,100.2,10.1,6.0,0.846,-,0.016,
MU19-37,4,10.035,0.033,5.932,1.580,0.012,0.408,0.009,0.001,0.003,0.000,0.001,0.002,0.000,0.001,0.026,0.005,99.7,99.7,10.1,6.0,0.839,0.005,0.828,
MU19-37,5,10.026,0.012,5.956,1.564,0.016,0.419,0.008,0.000,0.003,0.000,0.008,0.000,0.001,0.000,0.013,0.008,99.8,99.9,10.1,6.0,0.838,0.007,0.828,
MU19-37,6,9.994,0.021,5.953,1.948,0.038,0.014,0.013,0.003,0.000,0.001,0.013,0.000,0.000,0.000,0.027,0.006,100.4,100.5,10.0,6.0,0.852,-,0.037,
MU19-37,7,10.078,0.009,5.945,1.951,0.014,0.036,0.011,0.000,0.003,0.003,0.000,0.002,0.000,0.001,0.003,0.006,100.3,100.3,10.1,6.0,0.855,-,0.048,
MU19-37,8,10.008,0.023,5.950,1.852,0.019,0.129,0.016,0.000,0.005,0.000,0.015,0.001,0.000,0.000,0.013,0.007,99.7,99.8,10.0,6.0,0.845,-,0.014,
MU19-37,9,10.014,0.022,5.941,1.852,0.015,0.132,0.016,0.001,0.003,0.002,0.012,0.001,0.000,0.000,0.023,0.008,100.2,100.2,10.1,6.0,0.846,-,0.019,
MU19-37,10,10.023,0.013,5.955,1.588,0.019,0.393,0.016,0.002,0.001,0.000,0.015,0.001,0.001,0.000,0.015,0.004,99.6,99.6,10.1,6.0,0.837,0.009,0.826,
MU19-37,11,10.062,0.022,5.927,1.859,0.017,0.125,0.010,0.000,0.005,0.002,0.006,0.000,0.000,0.000,0.024,0.007,99.8,99.8,10.1,6.0,0.848,-,0.025,
MU19-37,12,10.042,0.019,5.939,1.764,0.015,0.220,0.009,0.000,0.000,0.002,0.013,0.004,0.000,0.001,0.021,0.006,99.9,99.9,10.1,6.0,0.849,-,0.027,
MU19-37,13,10.079,0.019,5.924,1.843,0.017,0.140,0.011,0.000,0.001,0.000,0.009,0.000,0.000,0.000,0.020,0.008,100.1,100.2,10.1,6.0,0.851,-,0.034,
MU19-37,14,10.026,0.019,5.937,1.738,0.019,0.243,0.019,0.001,0.003,0.000,0.019,0.000,0.000,0.000,0.020,0.010,99.7,99.7,10.1,6.0,0.840,0.000,0.826,
MU19-37,15,10.020,0.015,5.932,1.953,0.019,0.029,0.019,0.000,0.003,0.000,0.020,0.001,0.000,0.000,0.023,0.018,99.9,99.9,10.1,6.0,0.849,-,0.028,
MU19-37,16,9.940,0.028,5.961,1.885,0.018,0.097,0.014,0.001,0.004,0.001,0.015,0.002,0.000,0.000,0.029,0.009,100.4,100.5,10.0,6.0,0.847,-,0.022,
MU19-37,17,10.021,0.015,5.946,1.753,0.021,0.226,0.020,0.000,0.004,0.001,0.013,0.000,0.000,0.000,0.020,0.007,100.0,100.0,10.1,6.0,0.839,0.004,0.825,
MU19-37,18,10.029,0.022,5.939,1.989,0.018,0.000,0.017,0.000,0.002,0.003,0.018,0.000,0.001,0.000,0.020,0.006,100.0,100.0,10.1,6.0,0.852,-,0.038,
MU19-37,19,10.004,0.034,5.933,1.811,0.019,0.170,0.016,0.001,0.000,0.000,0.014,0.000,0.000,0.001,0.034,0.007,99.9,100.0,10.1,6.0,0.847,-,0.020,
MU19-37,20,10.068,0.012,5.943,2.002,0.014,0.000,0.010,0.000,0.000,0.000,0.007,0.000,0.002,0.000,0.008,0.007,100.4,100.5,10.1,6.0,0.860,-,0.062,
MU19-37,21,10.017,0.016,5.954,1.670,0.016,0.314,0.009,0.002,0.002,0.001,0.010,0.000,0.000,0.000,0.016,0.007,99.7,99.7,10.0,6.0,0.843,-,0.009,
MU19-37,22,10.027,0.007,5.952,1.856,0.018,0.127,0.015,0.003,0.005,0.000,0.013,0.000,0.002,0.001,0.015,0.008,100.3,100.3,10.1,6.0,0.845,-,0.015,
MU19-37,23,10.046,0.022,5.924,1.980,0.020,0.000,0.009,0.000,0.000,0.001,0.012,0.000,0.000,0.000,0.019,0.018,100.6,100.6,10.1,6.0,0.858,-,0.057,
MU19-37,24,10.062,0.028,5.911,1.816,0.019,0.165,0.019,0.000,0.003,0.000,0.023,0.000,0.000,0.001,0.030,0.008,100.0,100.0,10.1,6.0,0.842,-,0.006,
MU19-37,25,10.043,0.024,5.926,1.820,0.018,0.161,0.012,0.000,0.004,0.003,0.019,0.000,0.001,0.000,0.025,0.009,100.2,100.3,10.1,6.0,0.845,-,0.015,
MU19-37,26,10.000,0.035,5.935,1.959,0.019,0.022,0.015,0.000,0.007,0.000,0.016,0.000,0.000,0.000,0.032,0.005,99.9,99.9,10.1,6.0,0.847,-,0.020,
MU19-37,27,10.043,0.007,5.950,1.749,0.017,0.233,0.013,0.003,0.003,0.002,0.011,0.000,0.001,0.000,0.011,0.008,99.8,99.8,10.1,6.0,0.845,-,0.013,
MU19-37,28,10.015,0.028,5.918,1.746,0.020,0.234,0.021,0.000,0.007,0.001,0.022,0.001,0.000,0.000,0.028,0.016,99.9,100.0,10.1,6.0,0.834,0.020,0.821,
MU19-37,29,9.975,0.018,5.961,2.040,0.019,0.000,0.017,0.001,0.007,0.000,0.015,0.004,0.000,0.000,0.017,0.008,100.4,100.5,10.0,6.0,0.848,-,0.023,
MU19-37,30,10.016,0.018,5.938,1.935,0.019,0.046,0.014,0.001,0.006,0.001,0.027,0.000,0.000,0.000,0.019,0.013,100.0,100.0,10.1,6.0,0.847,-,0.021,
MU19-37,31,10.017,0.033,5.928,1.809,0.017,0.174,0.013,0.000,0.003,0.000,0.019,0.000,0.000,0.001,0.035,0.007,99.9,99.9,10.1,6.0,0.845,-,0.015,
MU19-37,32,10.021,0.011,5.958,2.053,0.016,0.000,0.012,0.002,0.001,0.000,0.010,0.002,0.003,0.000,0.013,0.005,100.4,100.4,10.1,6.0,0.857,-,0.052,
MU19-39,1,9.998,0.011,5.953,1.772,0.013,0.215,0.019,0.002,0.013,0.001,0.017,0.001,0.000,0.001,0.015,0.010,99.6,99.7,10.0,6.0,0.831,0.026,0.822,
MU19-39,2,10.044,0.021,5.938,1.659,0.017,0.323,0.011,0.003,0.002,0.000,0.009,0.000,0.004,0.000,0.012,0.009,99.9,99.9,10.1,6.0,0.842,-,0.004,
MU19-39,3,9.995,0.020,5.955,1.528,0.012,0.460,0.012,0.003,0.007,0.001,0.009,0.001,0.000,0.000,0.020,0.006,99.8,99.8,10.0,6.0,0.830,0.029,0.824,
MU19-39,4,10.041,0.015,5.952,1.647,0.012,0.341,0.010,0.000,0.004,0.000,0.008,0.002,0.000,0.000,0.006,0.006,99.7,99.7,10.1,6.0,0.841,-,0.004,
MU19-39,5,10.041,0.009,5.952,1.950,0.015,0.035,0.007,0.000,0.004,0.001,0.012,0.001,0.000,0.000,0.012,0.008,100.6,100.6,10.1,6.0,0.854,-,0.044,
MU19-39,6,9.984,0.027,5.946,1.504,0.013,0.483,0.014,0.000,0.005,0.001,0.014,0.000,0.000,0.000,0.030,0.008,99.5,99.6,10.0,6.0,0.830,0.029,0.823,
MU19-39,7,10.034,0.011,5.953,1.900,0.013,0.087,0.012,0.001,0.003,0.000,0.008,0.000,0.001,0.000,0.013,0.006,100.0,100.0,10.1,6.0,0.852,-,0.036,
MU19-39,8,10.014,0.007,5.967,1.870,0.011,0.119,0.013,0.000,0.004,0.001,0.003,0.000,0.000,0.001,0.007,0.008,100.4,100.4,10.0,6.0,0.850,-,0.029,
MU19-39,9,9.975,0.020,5.954,1.549,0.015,0.436,0.017,0.001,0.004,0.000,0.023,0.000,0.001,0.000,0.021,0.012,99.4,99.4,10.0,6.0,0.831,0.026,0.823,
MU19-39,10,10.059,0.008,5.953,1.671,0.011,0.318,0.013,0.000,0.002,0.000,0.006,0.000,0.003,0.000,0.000,0.007,99.7,99.7,10.1,6.0,0.844,-,0.011,
MU19-39,11,10.012,0.013,5.953,1.647,0.018,0.335,0.011,0.003,0.004,0.000,0.019,0.000,0.000,0.000,0.014,0.011,99.7,99.7,10.1,6.0,0.839,0.004,0.827,
MU19-39,12,10.064,0.023,5.933,1.677,0.016,0.306,0.014,0.000,0.005,0.000,0.005,0.001,0.000,0.000,0.019,0.002,99.8,99.8,10.1,6.0,0.839,0.004,0.827,
MU19-39,13,10.003,0.023,5.947,1.836,0.013,0.150,0.016,0.001,0.000,0.000,0.014,0.000,0.000,0.001,0.025,0.007,99.8,99.8,10.0,6.0,0.850,-,0.029,
MU19-39,14,10.078,0.011,5.948,1.860,0.011,0.129,0.007,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.007,100.0,100.0,10.1,6.0,0.857,-,0.052,
MU19-39,15,9.985,0.023,5.945,1.752,0.013,0.235,0.015,0.001,0.006,0.002,0.019,0.000,0.000,0.000,0.017,0.016,99.8,99.8,10.0,6.0,0.840,0.000,0.827,
MU19-39,16,10.001,0.018,5.948,1.654,0.014,0.332,0.017,0.000,0.004,0.001,0.016,0.002,0.001,0.000,0.016,0.012,100.4,100.4,10.0,6.0,0.837,0.010,0.825,
MU19-39,17,10.011,0.018,5.946,1.885,0.013,0.103,0.018,0.001,0.004,0.002,0.011,0.001,0.001,0.000,0.018,0.010,100.2,100.2,10.0,6.0,0.847,-,0.019,
MU19-39,18,9.988,0.029,5.941,1.580,0.017,0.403,0.014,0.000,0.003,0.001,0.013,0.000,0.000,0.000,0.032,0.009,100.0,100.1,10.0,6.0,0.835,0.015,0.825,
MU19-39,19,10.042,0.004,5.942,1.539,0.012,0.449,0.018,0.000,0.001,0.001,0.025,0.001,0.000,0.001,0.009,0.016,99.5,99.5,10.1,6.0,0.835,0.016,0.825,
MU19-39,20,10.019,0.016,5.950,1.716,0.015,0.269,0.015,0.001,0.002,0.002,0.015,0.000,0.000,0.000,0.016,0.007,100.1,100.2,10.1,6.0,0.843,-,0.007,
MU19-39,21,10.009,0.014,5.950,1.609,0.013,0.378,0.009,0.001,0.005,0.000,0.016,0.001,0.000,0.000,0.010,0.016,99.7,99.8,10.0,6.0,0.838,0.006,0.828,
MU19-39,22,10.018,0.010,5.967,1.912,0.010,0.078,0.015,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.008,100.3,100.3,10.0,6.0,0.856,-,0.050,
MU19-39,23,10.046,0.010,5.952,1.478,0.015,0.508,0.013,0.000,0.004,0.000,0.010,0.000,0.000,0.001,0.005,0.007,99.5,99.5,10.1,6.0,0.832,0.025,0.826,
MU19-39,24,10.023,0.014,5.957,1.522,0.013,0.465,0.014,0.001,0.003,0.000,0.006,0.000,0.000,0.000,0.009,0.008,99.5,99.5,10.0,6.0,0.835,0.017,0.827,
MU19-39,25,10.013,0.008,5.973,1.829,0.010,0.162,0.009,0.002,0.003,0.000,0.005,0.000,0.000,0.000,0.003,0.005,99.9,99.9,10.0,6.0,0.852,-,0.035,
MU19-39,26,10.009,0.023,5.937,1.929,0.014,0.057,0.016,0.000,0.011,0.000,0.016,0.002,0.001,0.000,0.021,0.010,100.1,100.1,10.1,6.0,0.841,-,0.003,
MU19-39,27,10.051,0.009,5.948,1.866,0.012,0.121,0.014,0.000,0.003,0.003,0.013,0.000,0.000,0.000,0.010,0.006,99.8,99.8,10.1,6.0,0.849,-,0.028,
MU19-39,28,9.979,0.005,5.975,1.657,0.013,0.330,0.015,0.000,0.004,0.000,0.017,0.002,0.000,0.000,0.013,0.008,100.4,100.4,10.0,6.0,0.838,0.006,0.827,
MU19-39,29,10.031,0.013,5.958,1.804,0.011,0.185,0.015,0.000,0.004,0.000,0.004,0.000,0.000,0.000,0.007,0.006,100.3,100.3,10.0,6.0,0.846,-,0.019,
MU19-39,30,10.037,0.006,5.949,1.616,0.010,0.374,0.014,0.001,0.002,0.002,0.015,0.003,0.003,0.000,0.007,0.011,99.7,99.7,10.1,6.0,0.839,0.003,0.828,
MU19-39,31,10.004,0.036,5.927,1.725,0.016,0.259,0.018,0.002,0.005,0.001,0.016,0.001,0.001,0.000,0.028,0.009,99.8,99.9,10.1,6.0,0.838,0.008,0.824,
MU19-39,32,10.073,0.010,5.937,1.746,0.011,0.243,0.009,0.000,0.007,0.000,0.006,0.004,0.001,0.000,0.006,0.010,100.0,100.1,10.1,6.0,0.843,-,0.008,
MU19-39,33,9.992,0.018,5.947,1.819,0.014,0.167,0.017,0.000,0.004,0.002,0.021,0.003,0.001,0.000,0.014,0.015,100.1,100.1,10.0,6.0,0.844,-,0.010,
MU19-39,34,9.992,0.014,5.954,1.583,0.015,0.402,0.021,0.003,0.002,0.003,0.018,0.000,0.000,0.000,0.021,0.008,99.9,100.0,10.0,6.0,0.833,0.021,0.823,
MU19-39,35,10.030,0.016,5.941,1.883,0.015,0.102,0.014,0.000,0.003,0.001,0.019,0.001,0.000,0.000,0.019,0.009,100.0,100.0,10.1,6.0,0.849,-,0.027,
